,NAME,GEO_ID,est_households,est_households_me,under_10k,under_10k_me,bw_10_15k,bw_10_15k_me,bw_15_25k,bw_15_25k_me,bw_25_35k,bw_25_35k_me,bw_35_50k,bw_35_50k_me,bw_50_75k,bw_50_75k_me,bw_75_100k,bw_75_100k_me,bw_100_150k,bw_100_150k_me,bw_150_200k,bw_150_200k_me,over_200k,over_200k_me,median_hh_income,median_hh_income_me,mean_hh_income,mean_hh_income_me,state,year
41,South Carolina,0400000US45,2023085,5487,122683,2439,85363,2296,169912,3357,176994,3888,251391,4049,354997,4771,261783,4759,311435,4931,139436,3142,149091,2802,63623,486,88488,664,45,2022
42,South Dakota,0400000US46,351182,1415,14690,829,12855,726,25717,1079,28759,1313,43051,1333,62664,1479,52841,1527,61844,1460,26048,1096,22713,978,69457,788,90706,1060,46,2022
43,Tennessee,0400000US47,2713635,7405,144639,2807,122212,3595,227277,4286,230394,3974,346058,4986,478689,5114,357378,4514,426799,5426,182209,3522,197980,3847,64035,350,89267,480,47,2022
44,Texas,0400000US48,10490553,15608,532938,6857,380399,4938,729912,7633,809953,7354,1160968,9212,1751944,11121,1334619,10197,1768039,12514,909365,8680,1112416,8722,73035,227,102197,300,48,2022
45,Utah,0400000US49,1062819,2820,32824,1495,24511,1093,49094,1713,64642,2114,101740,2316,178993,2945,158093,3217,225763,3487,110705,2194,116454,2485,86833,674,111416,735,49,2022
46,Vermont,0400000US50,265858,1435,10277,714,10742,693,18550,941,20675,1023,29332,1189,44856,1369,35676,1164,48976,1244,23226,950,23548,1014,74014,1049,97810,1393,50,2022
47,Virginia,0400000US51,3289776,7149,138113,3139,97645,2354,192270,3523,207297,3638,307942,4157,493060,5601,404048,5207,594120,5795,343678,4343,511603,5292,87249,428,120553,589,51,2022
48,Washington,0400000US53,2979272,5779,110588,2564,83319,2317,156925,3201,170498,3531,269692,4105,452916,5095,388197,5788,567509,5707,321646,4457,457982,4421,90325,433,122880,583,53,2022
49,West Virginia,0400000US54,716040,2889,46203,1579,43364,1774,75947,1937,70634,2016,92418,2261,125263,2140,87060,2300,101286,2288,39192,1298,34673,1503,55217,577,75575,841,54,2022
50,Wisconsin,0400000US55,2425488,4639,97924,2374,83254,2205,161268,2840,191355,3363,276719,3419,441562,4374,343234,3682,445237,4402,199936,3236,184999,2909,72458,372,94995,542,55,2022
51,Wyoming,0400000US56,234156,1243,10714,797,8115,728,17014,1095,18040,981,24727,1065,41961,1311,32579,1445,43864,1416,19922,943,17220,1061,72495,1201,94901,1836,56,2022
52,Puerto Rico,0400000US72,1219658,4757,276951,3786,132954,2683,218534,2824,154364,2793,154448,3162,138254,2656,64309,2167,47230,1753,15191,977,17423,994,24002,222,38227,413,72,2022
1,Alabama,0400000US01,1969105,6574,123101,2661,98228,2600,181151,3379,170581,3574,239492,4224,330322,4448,246978,3201,299530,4589,138831,2962,140891,3101,62027,400,86225,582,01,2023
2,Alaska,0400000US02,267865,1441,10228,725,6178,527,14920,821,13949,804,25128,1319,40821,1657,36919,1383,52426,1485,30308,1522,36988,1357,89336,1374,114947,1787,02,2023
3,Arizona,0400000US04,2796790,6018,138046,3024,81789,2535,170639,3452,194049,3682,306149,5023,475992,4793,379387,5852,505310,6189,250343,4284,295086,4176,76872,414,104138,598,04,2023
4,Arkansas,0400000US05,1189160,4619,71757,2064,59406,1883,113518,2931,111846,2676,158113,3255,207601,3601,150186,2697,171087,3466,70635,1920,75011,2134,58773,503,82554,751,05,2023
5,California,0400000US06,13434847,19805,590168,6466,406129,4834,698778,7615,734346,9035,1129253,9450,1782312,10454,1583411,9579,2402692,12499,1497056,9650,2610702,16967,96334,298,136730,407,06,2023
6,Colorado,0400000US08,2325576,4759,89673,2553,59644,2059,116461,2550,124331,2848,207398,3719,348431,4158,301555,4409,448241,4952,263518,4468,366324,4389,92470,483,124231,630,08,2023
7,Connecticut,0400000US09,1420170,3490,62645,2266,45190,2014,79420,2550,79773,2348,122308,3039,189957,3314,169983,3346,253459,4221,158611,2840,258824,3432,93760,669,135332,996,09,2023
8,Delaware,0400000US10,396209,1648,16003,1181,11229,1049,22088,1221,25066,1479,41782,1824,63534,2113,54248,2203,74135,2368,42427,1752,45697,1735,82855,1234,109519,1313,10,2023
9,District of Columbia,0400000US11,321556,1499,22813,1405,10792,1023,14751,955,12220,1047,21966,1613,36721,1734,33409,1602,50530,1937,36184,1794,82170,1902,106287,1803,157604,2133,11,2023
10,Florida,0400000US12,8550911,21145,435628,6246,293838,4435,595960,6909,655567,7159,992519,9607,1478145,11533,1124411,9356,1434832,12360,680439,7506,859572,8796,71711,282,102130,426,12,2023
11,Georgia,0400000US13,4008013,9372,213181,4621,143011,3463,280247,4886,288378,4808,439320,6204,647903,6932,526478,6929,679684,7041,349229,5235,440582,5280,74664,431,103618,497,13,2023
12,Hawaii,0400000US15,488991,1924,21291,1200,12520,982,23018,1092,23299,1236,38832,1307,66799,1629,62648,1917,97094,2102,57780,1669,85710,1878,98317,980,128123,1421,15,2023
13,Idaho,0400000US16,693821,2298,24500,1196,20081,1022,46111,1610,49262,1699,79328,1994,129257,3128,103893,2476,127079,2496,55840,2098,58470,1958,74636,877,98748,1057,16,2023
14,Illinois,0400000US17,5001904,7673,262472,4793,167954,3351,312209,4803,325873,4464,493412,6093,755975,6606,637303,6611,896614,6534,494802,4690,655290,6501,81702,363,112993,439,17,2023
15,Indiana,0400000US18,2681537,6532,130056,3265,95035,2493,190701,3430,210114,3821,326024,4235,479784,5330,372787,4913,461685,5177,212678,3291,202673,3405,70051,293,92643,403,18,2023
16,Iowa,0400000US19,1303763,3538,52437,1662,44479,1549,90853,2005,95297,2484,152330,2715,231910,3420,183491,3142,239899,3534,108899,2345,104168,2147,73147,438,95968,604,19,2023
17,Kansas,0400000US20,1160715,3961,51184,1987,38438,1426,77814,1842,90883,2223,133223,3166,206697,2816,157122,3038,205550,3165,97957,1989,101847,2215,72639,453,97625,785,20,2023
18,Kentucky,0400000US21,1791991,5353,107781,2878,96683,2451,152938,2914,153383,3486,223229,3422,305686,3439,230374,4203,282702,4458,119360,2863,119855,2344,62417,401,86119,535,21,2023
19,Louisiana,0400000US22,1783168,5717,129327,3308,104751,2788,170621,3830,152647,3222,210710,3856,283147,4724,207337,4087,263170,4322,129837,3194,131621,3053,60023,491,85745,653,22,2023
20,Maine,0400000US23,589085,2383,24173,1132,22896,1131,44297,1557,45499,1646,68338,2002,100902,2573,76994,1982,107253,2240,49045,1489,49688,1571,71773,660,96507,916,23,2023
21,Maryland,0400000US24,2339510,4595,100403,2995,58390,2351,104558,2678,113932,3062,183996,3655,307754,4575,280693,3661,450932,4727,290282,4038,448570,4886,101652,518,133800,680,24,2023
22,Massachusetts,0400000US25,2762070,5223,119101,2934,97443,2751,155517,3177,141421,3008,212299,4368,335983,4046,303224,4535,488475,4810,326064,3970,582543,5883,101341,539,140991,749,25,2023
23,Michigan,0400000US26,4040168,8515,203820,3630,159020,3282,285693,4061,306135,4102,477109,5226,684499,4795,541255,5289,683314,6575,336160,3836,363163,4926,71149,286,96299,404,26,2023
24,Minnesota,0400000US27,2282967,5281,80882,1943,63804,1968,123860,2570,132349,2652,218647,3249,358934,4050,307802,3669,449270,4266,249090,3080,298329,3832,87556,396,115861,472,27,2023
25,Mississippi,0400000US28,1131760,5057,80406,2497,70912,2625,119678,2987,106096,2440,147166,3125,188244,3564,135982,3798,156254,3703,67511,2353,59511,2118,54915,586,76995,656,28,2023
26,Missouri,0400000US29,2484834,6166,120477,3083,98937,2514,188286,3681,196380,3540,302705,4223,435010,5245,329782,4858,419525,5091,192466,3103,201266,2875,68920,368,93797,430,29,2023
27,Montana,0400000US30,452683,1926,19987,1065,17225,1004,34101,1112,36365,1495,54884,1840,80654,2118,62240,1821,75971,2084,34683,1246,36573,1444,69922,768,94544,1105,30,2023
28,Nebraska,0400000US31,786885,2232,33475,1333,25941,1387,51186,1535,55975,1620,89078,2082,137854,2281,109772,2023,145109,2125,67899,1480,70596,1758,74985,575,100194,898,31,2023
29,Nevada,0400000US32,1183393,3022,62113,2251,34410,1527,74936,2530,84290,2455,131056,3250,200980,3848,160615,2936,214112,4223,104584,2608,116297,2641,75561,714,102911,919,32,2023
30,New Hampshire,0400000US33,551186,2292,16127,951,14016,1009,27687,1206,30663,1572,46532,1672,80667,2084,71051,2397,110426,2444,67384,1776,86633,1985,95628,1073,124062,1215,33,2023
31,New Jersey,0400000US34,3478355,4714,140262,3059,99362,2988,175402,3480,184753,3790,276601,4342,448192,4871,397939,4847,627526,6343,407723,5109,720595,5891,101050,527,140299,650,34,2023
32,New Mexico,0400000US35,825021,3033,54272,1895,43018,2084,75262,1985,70207,2289,96458,2721,140171,2768,102241,2356,124774,3121,59706,1965,58912,1583,62125,608,85549,693,35,2023
33,New York,0400000US36,7668956,12766,434128,5171,311414,5402,497445,5995,478246,5170,694922,6379,1058003,9765,877686,8715,1286440,9923,771755,7543,1258917,9720,84578,372,125909,545,36,2023
34,North Carolina,0400000US37,4186924,10494,208003,3933,163591,3866,316255,4062,327430,5640,504438,5991,711529,6931,542645,6740,690657,6236,326356,5062,396020,5041,69904,346,97403,470,37,2023
35,North Dakota,0400000US38,325079,1663,14150,932,11523,822,21754,1167,23521,1200,35321,1365,54345,1784,45189,1197,59701,1990,29579,1219,29996,1172,75949,1002,100487,1248,38,2023
36,Ohio,0400000US39,4829571,8204,249754,4150,197223,3768,359713,5031,374237,4876,573382,5645,826394,5939,635269,6101,815954,6554,384718,5185,412927,4489,69680,287,94766,340,39,2023
37,Oklahoma,0400000US40,1542780,3468,87593,2279,65708,1903,123070,2202,137441,2710,193638,2733,277490,3207,200530,2824,243731,3351,107656,2354,105923,2076,63603,419,87325,559,40,2023
38,Oregon,0400000US41,1701548,3556,74987,2256,57467,2065,106825,2753,108826,2589,178543,3063,270646,4212,225597,3586,313993,4533,163392,3511,201272,3320,80426,573,108321,739,41,2023
39,Pennsylvania,0400000US42,5235339,9438,250575,3664,192652,4276,364891,4759,374276,4804,560834,5805,841377,5944,675902,6343,920128,7115,472270,4904,582434,5618,76081,310,104925,431,42,2023
40,Rhode Island,0400000US44,436902,1822,19328,1256,18925,1283,27154,1291,25464,1320,39518,1777,62158,2142,56513,1817,84894,2564,46393,1947,56555,1858,86372,1274,112642,1497,44,2023
41,South Carolina,0400000US45,2070390,5976,122382,3183,81966,2639,161431,3664,165117,3727,255572,4808,357072,5381,267740,4973,333702,5132,154304,3343,171104,3023,66818,504,92833,745,45,2023
42,South Dakota,0400000US46,358552,1643,14338,708,12295,810,25495,1106,26716,1153,42596,1440,63745,1871,52311,1716,65367,1748,29116,1022,26573,941,72421,805,95050,1003,46,2023
43,Tennessee,0400000US47,2768743,7134,143765,3221,117423,2681,216536,4034,218421,3571,342298,4923,482025,4487,366221,5160,454315,4828,197910,4317,229829,3945,67097,360,93479,590,47,2023
44,Texas,0400000US48,10747240,15647,535594,8729,364740,5471,703164,7488,755868,8538,1168185,8427,1763148,12082,1370596,11296,1847129,12992,980289,9285,1258527,11915,76292,265,106819,374,48,2023
45,Utah,0400000US49,1094896,2787,33918,1698,22999,1287,46728,1466,58373,1959,100335,2858,174510,2980,159368,3123,237015,3488,124090,2491,137560,2549,91750,634,117307,828,49,2023
46,Vermont,0400000US50,269466,1559,10526,823,9322,598,18659,885,19048,940,28361,1106,44279,1438,34909,1284,50152,1590,26749,1088,27461,986,78024,1357,103603,1222,50,2023
47,Virginia,0400000US51,3326260,8075,139074,3653,95151,2693,181437,3448,195009,3054,301441,4724,486211,5747,403298,4514,604377,5852,357399,4284,562863,6085,90974,485,125226,622,51,2023
48,Washington,0400000US53,3020558,5770,114137,3081,81110,2383,146791,3079,159043,3346,258598,4210,441420,5062,381522,4946,579205,6437,339947,4318,518785,5292,94952,476,129559,592,53,2023
49,West Virginia,0400000US54,721448,2890,44905,1394,42122,1373,71460,2146,66502,2140,92903,2425,124522,2589,91070,2502,105126,2598,43653,1698,39185,1584,57917,607,78799,831,54,2023
50,Wisconsin,0400000US55,2446028,5477,98678,2367,77536,2056,152471,2515,180361,2965,267136,3450,436343,4028,342136,3932,462040,4564,218631,3546,210696,2994,75670,402,99059,561,55,2023
51,Wyoming,0400000US56,238176,1220,10977,831,8038,694,16747,1026,17733,1216,24904,1291,40958,1435,32705,1328,45691,1624,21598,982,18825,923,74815,1225,97459,1805,56,2023
52,Puerto Rico,0400000US72,1239243,5156,267533,4016,131854,2726,218582,3205,153801,2629,161128,2820,144481,2994,70295,2073,53659,1729,18186,1145,19724,1074,25096,232,40315,397,72,2023
1,Alabama,0400000US01,1997247,6490,125671,2818,93634,2681,174770,2775,169844,3065,234930,3844,332863,5004,253461,3921,310078,5166,147127,3096,154869,2657,63999,399,88898,517,01,2024
2,Alaska,0400000US02,270533,1456,10063,668,5761,508,14560,746,13358,866,24198,1132,39839,1529,36803,1278,53873,1753,32455,1454,39623,1366,92788,1232,118985,1556,02,2024
3,Arizona,0400000US04,2856081,6374,141599,2790,78316,2197,164415,3700,188827,3366,299479,5361,472147,6291,385994,5916,525479,6302,269589,4161,330236,4128,79964,407,108273,581,04,2024
4,Arkansas,0400000US05,1205987,4874,73254,2571,58600,1757,107814,2671,109479,2045,155965,2993,210049,3177,153786,2999,181201,3482,75021,2200,80818,2497,60773,467,84759,902,05,2024
5,California,0400000US06,13548091,17724,605499,7657,398942,5620,682579,7335,713477,7184,1095122,8678,1756653,10504,1573684,10636,2410749,12879,1533999,9892,2777387,15403,99122,310,140436,436,06,2024
6,Colorado,0400000US08,2374218,4232,93418,2566,57782,2280,113837,3069,123322,2991,200238,3739,347421,5224,302834,4988,454706,5083,277959,3938,402701,4866,95470,578,128255,694,08,2024
7,Connecticut,0400000US09,1434007,3233,64774,2560,43917,2207,75968,2498,76717,2748,120276,3057,190342,3742,171125,3853,253687,4508,162575,2984,274626,3694,95781,732,138744,1031,09,2024
8,Delaware,0400000US10,402038,1657,16744,1063,10394,970,20664,1238,23878,1389,42118,1743,63818,1952,54390,1863,76232,2376,43811,1785,49989,1804,84954,1251,112616,1233,10,2024
9,District of Columbia,0400000US11,324491,1816,23408,1360,11115,1158,15245,1163,11996,940,20555,1699,34955,1915,32881,1944,52496,2280,35050,1536,86790,1924,109870,1937,162297,2303,11,2024
10,Florida,0400000US12,8752810,20285,449553,6599,285853,4769,577091,6409,640221,8139,973279,8433,1473755,10871,1144243,10584,1508312,12490,738368,8158,962135,8818,74568,284,105967,411,12,2024
11,Georgia,0400000US13,4074366,9635,219526,4071,138699,3203,267696,4829,276761,4315,434942,5581,646225,7291,529016,6736,704621,8484,373457,5495,483423,5345,77353,407,106944,458,13,2024
12,Hawaii,0400000US15,492453,2224,21691,1245,12733,951,21952,1132,22200,1344,37438,1362,67937,1709,61288,1909,96795,2105,59505,1909,90914,2391,100389,1121,131053,1705,15,2024
13,Idaho,0400000US16,713005,2422,25677,1380,19500,939,43849,1711,46986,1839,78503,1964,128852,2975,104577,2719,137698,2970,61705,1960,65658,2233,77800,743,102747,1127,16,2024
14,Illinois,0400000US17,5036449,8009,271292,4514,163473,3450,299635,4784,318588,4800,487504,5962,747716,7285,636158,6285,905194,7455,510782,5470,696107,6373,83390,362,115638,467,17,2024
15,Indiana,0400000US18,2716009,6039,131948,3223,92514,2843,183422,3429,205007,3532,321659,4347,480047,5134,376773,4636,475604,6063,225753,3962,223282,3568,71957,352,95247,461,18,2024
16,Iowa,0400000US19,1315707,3984,52401,1649,42753,1441,88109,2028,94568,2236,149145,2795,230392,3263,184128,3338,245953,3298,115618,2181,112640,2007,75059,418,98187,610,19,2024
17,Kansas,0400000US20,1174060,4246,51591,1816,37764,1328,73353,2051,92188,2502,129846,2915,207787,3256,158657,3157,207609,3221,103007,2517,112258,2302,74275,475,100417,703,20,2024
18,Kentucky,0400000US21,1814469,5224,111531,3133,94300,2827,150475,2958,150583,2774,219382,3798,309416,3827,231619,3880,287954,3583,128111,2753,131098,2427,63726,429,87807,581,21,2024
19,Louisiana,0400000US22,1804780,5143,129134,3021,104513,3206,169745,3034,151224,3080,213110,4517,286493,4685,210659,3812,267273,4502,131787,3180,140842,3380,60756,408,87038,686,22,2024
20,Maine,0400000US23,597159,2532,24391,1276,22577,1272,42837,1405,42821,1376,66793,1900,100241,2775,77552,2182,109678,2500,54263,1612,56006,1811,74733,795,100102,918,23,2024
21,Maryland,0400000US24,2362928,3782,104696,2540,57325,2051,102346,2816,114708,2697,177818,3170,303384,4499,281948,4311,445778,5299,295150,4357,479775,5298,103678,597,136642,723,24,2024
22,Massachusetts,0400000US25,2785042,5182,123166,3038,92544,2187,151924,3419,139030,3437,207797,3551,333802,4719,298075,4355,487902,4938,330817,4182,619985,5566,103960,527,144950,683,25,2024
23,Michigan,0400000US26,4076369,8399,212141,2984,154586,3209,276842,4333,297980,3973,465347,4690,685351,5543,539031,5879,704626,6265,351802,4433,388663,4841,72875,293,98700,372,26,2024
24,Minnesota,0400000US27,2307955,6063,87165,1983,61988,2045,120939,2670,129478,2687,215485,3415,359306,4163,304114,3345,452575,4220,257864,3610,319041,3222,89062,409,118304,521,27,2024
25,Mississippi,0400000US28,1145431,4267,81648,2312,68720,2273,114750,2738,106752,2954,145689,3249,189041,3476,137389,3213,165029,3385,70550,2526,65863,2330,56447,539,78922,679,28,2024
26,Missouri,0400000US29,2508227,6821,122182,2637,95602,2850,179322,3770,194840,3767,297448,3314,435737,4924,332037,4544,428796,4998,204425,3638,217838,3317,70702,325,96247,510,29,2024
27,Montana,0400000US30,458859,3762,19185,843,17157,996,32317,1226,34743,1468,54323,1730,79540,1991,62562,2051,79926,2023,37708,1404,41398,1524,72509,761,98908,1104,30,2024
28,Nebraska,0400000US31,797847,2728,34209,1316,24976,1244,51280,1466,54945,1738,88303,2074,138227,2656,108062,2520,150509,2438,72219,1478,75117,1872,76475,633,102399,952,31,2024
29,Nevada,0400000US32,1202593,3427,64405,2041,31562,1792,70745,2294,82627,2210,130061,2953,198187,3527,162788,3403,219154,3558,111917,2634,131147,2992,78260,596,106475,889,32,2024
30,New Hampshire,0400000US33,555822,2236,17588,825,12783,778,27378,1173,29389,1524,45071,1526,79388,1984,68837,1888,111140,2638,70817,1612,93431,2185,99031,1123,128322,1301,33,2024
31,New Jersey,0400000US34,3507701,5116,144425,4037,95070,2924,168203,3853,179891,3575,268257,4239,447549,5726,396821,5426,634266,6915,414092,5572,759127,5700,103556,513,143363,633,34,2024
32,New Mexico,0400000US35,837414,2650,55581,1979,42494,2127,71385,2061,70210,2262,93867,2364,141895,2936,103580,3186,129515,2864,63464,2037,65423,2089,64059,808,88155,709,35,2024
33,New York,0400000US36,7722646,12717,448836,5004,304684,5784,483327,6852,475794,6060,686990,6640,1051347,9058,883133,7713,1287671,10412,782846,6957,1318018,9233,85974,402,128247,582,36,2024
34,North Carolina,0400000US37,4282345,9120,214424,3789,158210,3460,303734,4890,318326,4897,499750,6683,717443,6913,557416,5781,712756,7414,356589,4843,443697,5580,72388,324,101208,500,37,2024
35,North Dakota,0400000US38,331063,1699,15342,1057,10664,839,21627,967,23668,1335,35702,1303,55104,1605,45940,1364,61512,1872,29635,1196,31869,1480,76657,1163,101793,1529,38,2024
36,Ohio,0400000US39,4863191,8557,255117,4383,193163,3712,344063,5109,365012,4465,562729,5785,822765,6500,638582,5851,832127,7485,406047,5084,443586,4737,71389,321,96990,388,39,2024
37,Oklahoma,0400000US40,1562389,2824,91619,2154,63380,1480,118731,2257,136950,2572,189259,3056,281780,3541,204141,3059,250942,2914,112660,2355,112927,2460,65039,439,88936,604,40,2024
38,Oregon,0400000US41,1718422,4082,77275,2439,55650,2126,105575,2823,107045,2747,171014,3155,264098,4004,227611,2899,317813,4632,173841,3720,218500,3995,83011,573,111542,743,41,2024
39,Pennsylvania,0400000US42,5274853,8848,256495,4460,185556,3258,353270,4633,365328,4638,552273,5877,836965,6274,674859,7104,935739,7418,490778,5650,623590,6300,77971,342,107538,404,42,2024
40,Rhode Island,0400000US44,441570,1908,20451,1377,17960,1252,27063,1403,25132,1442,37142,1815,64052,2298,55396,1845,84176,2509,49183,1629,61015,1914,87796,1209,115075,1410,44,2024
41,South Carolina,0400000US45,2117989,5782,124011,3150,80415,2219,155634,3331,162986,3838,252889,4938,360417,5542,276823,4876,348304,5172,168443,3582,188067,3804,69324,570,95567,698,45,2024
42,South Dakota,0400000US46,365544,1728,15198,910,11555,692,24401,1204,25494,1175,42193,1514,63746,1398,53400,1565,68919,1890,30910,1235,29728,1316,75081,888,98527,1298,46,2024
43,Tennessee,0400000US47,2824277,6378,147257,3534,112145,3333,210258,3462,210368,3985,338934,5150,488287,5766,371698,4562,475457,5174,216988,3778,252885,3814,69595,429,96820,550,47,2024
44,Texas,0400000US48,10992816,15813,554843,7476,361231,6413,689634,7033,746899,8025,1153298,9386,1770304,10769,1405088,10593,1899632,12423,1039536,10904,1372351,11036,78476,263,109933,385,48,2024
45,Utah,0400000US49,1124822,2819,34621,1535,22197,1147,44857,1561,56154,2052,99362,2828,174661,3232,159514,3371,243247,3828,133801,2467,156408,2617,95166,774,121376,766,49,2024
46,Vermont,0400000US50,273416,1473,10126,776,8784,639,18114,974,18151,949,27715,1014,44640,1406,35213,1204,51944,1594,28498,1093,30231,1060,81203,1339,107852,1376,50,2024
47,Virginia,0400000US51,3365732,7402,142753,2724,92371,2415,174967,3674,192199,3457,296500,4468,482882,5324,406430,5058,608280,5717,374192,4998,595158,5645,93170,458,128260,601,51,2024
48,Washington,0400000US53,3064820,5874,120544,3157,77938,2373,141938,2931,152898,2939,250796,3789,433429,4877,381370,4528,589667,5801,348680,4640,567560,5632,98141,414,134588,663,53,2024
49,West Virginia,0400000US54,728655,3249,45212,1538,40377,1601,68485,1974,66927,1715,90393,2688,126275,2318,92282,2642,109871,2566,45935,1509,42898,1656,59608,691,81190,817,54,2024
50,Wisconsin,0400000US55,2479480,5787,102887,2764,75277,1944,146516,2665,177396,3478,266973,3179,433875,4114,342585,3875,472400,4731,232818,3243,228753,3526,77485,455,101466,519,55,2024
51,Wyoming,0400000US56,243318,1490,11032,846,7422,647,16422,1144,17917,1056,25760,1184,41258,1437,33446,1322,46056,1378,23223,1128,20782,1139,76176,1168,100641,2126,56,2024
52,Puerto Rico,0400000US72,1290866,4630,262466,3345,135786,2893,224222,3416,160291,2933,170376,2957,156702,3440,79148,2483,59036,1989,21242,1256,21597,1172,26297,261,41994,452,72,2024
